misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
20,10080,176,-18.98487425,1.4189715027809142,0.0028603967279195786,30.598980522155763
40,19680,177,-16.86580585,1.4189993023872376,-0.0015211786143481732,12.486584734916686
60,29280,177,-16.554863630000003,1.418747067451477,-0.0010862573981285095,9.67512013912201
80,38880,177,-17.06672025,1.4185497403144836,-0.0097171351313591,4.749841094017029
100,48480,177,-15.998242200000002,1.417847502231598,-0.0058394880965352055,4.168470698595047
120,58080,177,-16.44300883,1.4172162532806396,-0.004325304925441742,18.62901315689087
140,67680,177,-15.743789210000003,1.417325234413147,-0.0005768861854448914,10.171852588653564
160,77280,177,-15.09039705,1.417020332813263,0.002181844413280487,11.775429916381835
180,86880,178,-17.17453089,1.4164602756500244,-0.005612830072641373,10.498040294647216
200,96480,178,-13.85063568,1.416001808643341,-0.001745743677020073,6.107683712244034
220,106080,178,-15.504684700000002,1.415651762485504,-0.0037318050861358644,13.373393058776855
240,115680,177,-16.09453213,1.4153205275535583,-0.0020347516983747482,4.167204344272614
260,125280,177,-15.860322190000002,1.4146570563316345,0.0008301734924316406,17.458483505249024
280,134880,177,-14.677204270000002,1.4140007138252257,0.0002361830323934555,4.474707305431366
300,144480,178,-16.57059128,1.4138383984565734,-0.0018027801066637038,8.880148792266846
320,154080,178,-14.19925753,1.4133376240730287,-0.006369734928011894,0.8763071984052658
340,163680,178,-16.85316213,1.4117445826530457,-0.007044772058725357,2.096840238571167
360,173280,178,-15.94426089,1.4115410685539245,-0.0027573056519031524,14.979154825210571
380,182880,178,-14.057836199999999,1.41027991771698,-0.0030829198192805054,4.6481158316135405
400,192480,178,-13.983501200000001,1.4100423216819764,0.0024601109325885773,2.08649041056633
420,202080,178,-13.096442939999998,1.4095882058143616,-0.004584936329047195,1.2274740144610405
440,211680,178,-14.193745409999996,1.4100745439529419,0.0038610368967056273,10.262121719121932
460,221280,178,-12.937649420000003,1.4098980665206908,-0.0052997962106019255,2.52395122051239
480,230880,177,-12.69022262,1.408864390850067,0.002906572155188769,1.2566482335329057
500,240480,177,-13.20982481,1.4089937567710877,-0.0021219760179519652,4.047757062315941
520,250080,178,-11.1632867,1.408760392665863,-0.003539351187646389,1.7306504487991332
540,259680,178,-13.9349985,1.4088000416755677,0.0032548287883400915,2.3157353818416597
560,269280,178,-13.128197669999999,1.4097532987594605,0.003923324868083,6.144276881217957
580,278880,178,-13.081839760000001,1.4099282622337341,0.0010977819561958312,3.598901292681694
600,288480,178,-15.031871970000003,1.4104624748229981,-0.00022633671760559083,5.996265035867691
620,298080,178,-11.349540060000002,1.4098848700523376,0.0010725300759077071,5.611841940879822
640,307680,178,-13.680014109999997,1.4110710501670838,0.003726211772300303,1.5245042622089386
660,317280,178,-12.190212340000002,1.4118330597877502,0.00033430438488721845,3.656771570444107
680,326880,178,-12.5677608,1.4119542598724366,0.0013313554227352142,1.4290294110774995
700,336480,178,-12.525895680000001,1.410834753513336,0.007666106056421995,2.335537311434746
720,346080,178,-14.219463990000001,1.4102146983146668,-0.002887949254363775,1.3708633363246918
740,355680,178,-14.083252110000004,1.4092912077903748,-0.00017909295856952668,1.370929193496704
760,365280,178,-13.619017920000001,1.4084706068038941,-0.0056996062397956845,2.6981401085853576
780,374880,178,-13.4222802,1.4089915752410889,-3.57411801815033e-05,6.347241461277008
800,384480,178,-13.472550220000002,1.4085034132003784,0.0017504340037703514,3.2274887710809708
820,394080,178,-11.71782988,1.4084373712539673,0.0018094924162141979,0.800206333398819
840,403680,178,-12.283364859999999,1.407995617389679,-0.003851658757776022,0.956091719865799
860,413280,178,-11.794982499999998,1.408118188381195,-0.0051485180854797365,3.881628727912903
880,422880,178,-12.5079263,1.4073516488075257,0.0030825547873973846,2.267163559794426
900,432480,178,-11.701933219999999,1.4065256595611573,0.002546442300081253,0.26258245259523394
920,442080,178,-14.10168138,1.4049132943153382,-3.675883635878563e-05,3.156103515625
940,451680,178,-11.713570660000002,1.4046805024147033,0.0011223590932786464,5.278539538383484
960,461280,178,-12.05187345,1.4035539388656617,-0.0029330959368962795,1.5077856041491031
980,470880,178,-10.54964766,1.4044402956962585,-0.0027451607398688792,0.9072833091020585
1000,480480,178,-12.24188779,1.4051916480064393,8.01093876361847e-05,2.196380487084389
1020,490080,178,-12.589639290000001,1.4046150207519532,0.003989553451538086,4.917925707995892
1040,499680,178,-11.199368119999997,1.4045998930931092,0.0031333167105913164,1.134786930680275
1060,509280,178,-10.94484699,1.4041956186294555,-0.0008617913350462914,4.809602439403534
1080,518880,178,-13.45523675,1.4038220643997192,0.0007771730422973632,1.411093033850193
1100,528480,178,-9.58821765,1.4036077499389648,-0.005595482140779495,0.8801140397787094
1120,538080,178,-13.097907249999999,1.403151547908783,-0.0004451291635632515,1.1366701751947403
1140,547680,178,-10.17526025,1.404048228263855,-0.0008206799626350403,1.4301340103149414
1160,557280,178,-11.276558040000003,1.4036424279212951,0.012781329452991486,5.240547484159469
1180,566880,178,-9.93521173,1.4033488750457763,0.013219773303717375,1.5614104390144348
1200,576480,178,-10.607182340000001,1.402372705936432,-0.0005897925235331059,7.429087042808533
1220,586080,178,-8.45396324,1.401819372177124,-2.0251981914043428e-05,3.3600693702697755
1240,595680,178,-9.594974220000001,1.4017714262008667,0.0069340899586677555,0.8208120182156563
1260,605280,178,-9.54394043,1.4010757565498353,0.004737426340579986,10.252417826652527
1280,614880,178,-10.58939417,1.4012168049812317,0.015370634943246841,17.836280012130736
1300,624480,178,-10.470051699999999,1.4009386539459228,0.015345369419082999,1.8431711807847022
1320,634080,178,-8.004384250000001,1.400615382194519,0.04486393816769123,3.298768734931946
1340,643680,178,-9.733079720000001,1.400660467147827,0.003929923474788666,10.333549404144287
1360,653280,178,-12.3149902,1.399729025363922,0.012572886236011983,14.117711925506592
1380,662880,178,-13.000873429999999,1.3997505903244019,0.0465905450284481,5.753599047660828
1400,672480,178,-13.227785540000003,1.4001376271247863,0.03207743763923645,10.06965525150299
1420,682080,178,-11.00821135,1.399662482738495,0.0017516324296593666,1.653094220161438
1440,691680,178,-9.77282709,1.398780345916748,-0.007718824595212936,11.512044858932494
1460,701280,178,-9.600430090000001,1.3992833137512206,0.0031703095883131027,5.29463574886322
1480,710880,178,-9.32044483,1.3969111919403077,-0.0034793343394994734,7.43015855550766
1500,720480,178,-11.33700462,1.396342647075653,-0.0012418707367032767,0.6911455303430557
1520,730080,178,-9.60821852,1.3969322085380553,-0.0040784735232591626,15.105216151475906
1540,739680,178,-11.213786159999998,1.3968015432357788,-0.003199203312397003,2.8988490879535673
1560,749280,178,-5.354475899999999,1.396636140346527,-0.0037477116100490095,1.109154039621353
