misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
20,10080,205,-19.34756513,1.4193906426429748,0.00018055438995361327,23.699042320251465
40,19680,206,-20.098216789999995,1.4202398538589478,0.0004594121128320694,5.9595643997192385
60,29280,206,-17.57117294,1.4201084852218628,0.0025148458778858187,3.195642018318176
80,38880,206,-17.2405179,1.4198580265045166,-0.007949025928974151,10.608682680130006
100,48480,206,-16.97256182,1.419650101661682,-0.0005749029573053121,5.160794091224671
120,58080,205,-17.62280149,1.4192113399505615,-0.002535414323210716,4.710023498535156
140,67680,205,-17.35363328,1.4187208890914917,-0.0018252976238727569,2.9106998085975646
160,77280,205,-15.01342298,1.4182256579399108,0.0005231454968452453,8.577929043769837
180,86880,205,-17.11895,1.4182194709777831,0.001621384173631668,4.512163031101227
200,96480,205,-16.23211242,1.4181082248687744,0.002988368645310402,1.731623935699463
220,106080,205,-16.239940400000002,1.4178841710090637,0.0019848117663059384,5.593133717775345
240,115680,206,-15.010776660000003,1.4177842497825623,-0.001598222553730011,2.6558852970600126
260,125280,206,-16.98431535,1.4177506685256958,0.0037390555487945678,13.538310194015503
280,134880,206,-16.898589110000003,1.4174901127815247,-0.002214801497757435,5.2561562061309814
300,144480,206,-15.080614579999997,1.4176611065864564,0.008475408703088761,17.242269277572632
320,154080,206,-17.51793628,1.417246150970459,0.00011444538831710816,5.011453771591187
340,163680,205,-17.330225329999998,1.416961920261383,-0.008464909554459155,6.7914566218853
360,173280,205,-17.31004936,1.4167022824287414,0.007799418270587921,11.74456353187561
380,182880,205,-19.17175757,1.4170844793319701,0.00010272497311234475,8.750186383724213
400,192480,205,-16.84911331,1.4169718742370605,0.004238095134496689,9.108879017829896
420,202080,205,-15.70596161,1.4164634466171264,2.0611402578651906e-05,5.547540211677552
440,211680,205,-16.190105599999995,1.4155369639396667,-0.0014971099793910981,8.357738590240478
460,221280,205,-16.02629202,1.415892243385315,-0.002817850047722459,7.943709444999695
480,230880,205,-16.910528950000003,1.4158755540847778,-0.001850918959826231,3.291061964631081
500,240480,205,-17.06131023,1.4162428259849549,0.006011117994785309,7.9566530585289
520,250080,205,-17.660198310000002,1.4156139135360717,0.0018520250916481019,7.876597309112549
540,259680,205,-16.53607439,1.4160849452018738,0.003318367898464203,13.321441316604615
560,269280,205,-16.79071558,1.4159379839897155,0.012897010147571563,17.96754150390625
580,278880,205,-16.64296456,1.4173155307769776,-0.001281176134943962,8.33118920326233
600,288480,205,-15.66282056,1.4168880581855774,0.00040539903566241267,11.545207214355468
620,298080,205,-16.76874058,1.416064488887787,-0.0021269422024488447,5.1961671829223635
640,307680,205,-17.06207561,1.4161675691604614,-0.0017827954143285751,15.823049092292786
660,317280,205,-19.135068339999997,1.4153659343719482,-0.002023672079667449,10.416271638870239
680,326880,206,-20.611743039999997,1.415724790096283,0.028802947141230106,15.766486263275146
700,336480,206,-18.539769,1.4162958979606628,0.003166191279888153,10.614989995956421
720,346080,206,-18.616769110000003,1.4163756966590881,0.01635591220110655,7.052253532409668
740,355680,206,-19.35854179,1.4174978613853455,0.005493703857064247,9.713715076446533
760,365280,206,-20.539047789999998,1.417683756351471,0.012887564371339977,3.0435733556747437
780,374880,206,-17.697703030000003,1.4177730441093446,-0.0013953129295259715,6.99650342464447
800,384480,206,-16.80406824,1.4171034932136535,0.005434047058224678,4.784376525878907
820,394080,206,-17.11325352,1.4166857957839967,-0.0005161934066563844,8.511281967163086
840,403680,206,-16.715719089999997,1.4165316104888916,-0.0018008612096309662,8.150838947296142
